order_line_id,order_id,order_status,date,campaign_id,customer_id,product_id,price,quantity
10063-7QGX47-1,10063-7QGX47,Delivered,2018-10-29,,10063,330,108.11,1
10934-5VLI33-5,10934-5VLI33,Delivered,2018-10-29,,10934,140,23.91,1
10934-5VLI33-6,10934-5VLI33,Delivered,2018-10-29,,10934,160,17.98,1
10934-5VLI33-4,10934-5VLI33,Delivered,2018-10-29,,10934,240,28.61,1
10934-5VLI33-3,10934-5VLI33,Delivered,2018-10-29,,10934,160,16.3,1
10934-5VLI33-8,10934-5VLI33,Delivered,2018-10-29,,10934,240,27.83,1
10063-7QGX47-2,10063-7QGX47,Delivered,2018-10-29,,10063,120,32.51,1
10934-5VLI33-2,10934-5VLI33,Delivered,2018-10-29,,10934,150,20.55,1
10934-5VLI33-7,10934-5VLI33,Delivered,2018-10-29,,10934,160,15.96,1
10110-7PDH37-1,10110-7PDH37,Returned,2018-10-29,,10110,150,19.75,1
10468-9AUX46-4,10468-9AUX46,Delivered,2018-11-01,,10468,310,33.96,1
10468-9AUX46-2,10468-9AUX46,Delivered,2018-11-01,,10468,340,10.97,1
10468-9AUX46-3,10468-9AUX46,Delivered,2018-11-01,,10468,160,19.15,2
10468-9AUX46-1,10468-9AUX46,Delivered,2018-11-01,,10468,220,45.15,1
10173-7HDD84-6,10173-7HDD84,Delivered,2018-11-02,,10173,320,68.61,1
10173-7HDD84-7,10173-7HDD84,Delivered,2018-11-02,,10173,230,71.66,1
10173-7HDD84-2,10173-7HDD84,Delivered,2018-11-02,,10173,120,33.64,2
10238-9QLI08-1,10238-9QLI08,Delivered,2018-11-02,,10238,440,1686.83,1
10173-7HDD84-1,10173-7HDD84,Delivered,2018-11-02,,10173,130,35.28,1
10173-7HDD84-4,10173-7HDD84,Delivered,2018-11-02,,10173,340,13.98,1
10173-7HDD84-3,10173-7HDD84,Delivered,2018-11-02,,10173,150,17.16,1
10173-7HDD84-5,10173-7HDD84,Delivered,2018-11-02,,10173,120,40.82,4
10037-5KYR20-2,10037-5KYR20,Delivered,2018-11-03,10002,10037,160,16.63,2
10037-5KYR20-4,10037-5KYR20,Delivered,2018-11-03,10002,10037,230,92.92,1
10037-5KYR20-1,10037-5KYR20,Delivered,2018-11-03,10002,10037,130,36.29,1
10037-5KYR20-3,10037-5KYR20,Delivered,2018-11-03,10002,10037,150,21.95,1
10722-7PPV43-3,10722-7PPV43,Delivered,2018-11-04,10002,10722,150,19.55,1
10463-9MOY73-1,10463-9MOY73,Delivered,2018-11-04,,10463,340,11.32,1
10722-7PPV43-1,10722-7PPV43,Delivered,2018-11-04,10002,10722,160,15.29,1
10722-7PPV43-2,10722-7PPV43,Delivered,2018-11-04,10002,10722,160,17.3,1
10266-6GKG04-1,10266-6GKG04,Delivered,2018-11-05,,10266,240,25.46,1
10891-3DBW31-1,10891-3DBW31,Delivered,2018-11-05,,10891,340,10.63,1
10266-6GKG04-3,10266-6GKG04,Delivered,2018-11-05,,10266,120,34.78,2
10266-6GKG04-2,10266-6GKG04,Delivered,2018-11-05,,10266,340,10.97,1
10266-6GKG04-4,10266-6GKG04,Delivered,2018-11-05,,10266,160,17.81,1
10891-3DBW31-2,10891-3DBW31,Delivered,2018-11-05,,10891,310,38.81,1
10622-6NSV78-1,10622-6NSV78,Delivered,2018-11-06,10002,10622,140,29.95,1
10622-6NSV78-2,10622-6NSV78,Delivered,2018-11-06,10002,10622,160,16.8,1
10947-8HUX83-1,10947-8HUX83,Delivered,2018-11-06,10002,10947,160,16.8,1
10622-6NSV78-4,10622-6NSV78,Delivered,2018-11-06,10002,10622,230,82.69,1
10297-2DAY62-2,10297-2DAY62,Returned,2018-11-06,,10297,140,21.98,1
10837-5SOR31-1,10837-5SOR31,Delivered,2018-11-06,,10837,130,30.24,1
10622-6NSV78-5,10622-6NSV78,Delivered,2018-11-06,10002,10622,150,20.55,1
10508-4KVN59-1,10508-4KVN59,Returned,2018-11-06,10002,10508,140,24.63,1
10297-2DAY62-1,10297-2DAY62,Returned,2018-11-06,,10297,340,12.24,1
10622-6NSV78-3,10622-6NSV78,Delivered,2018-11-06,10002,10622,130,31.25,1
10383-8WOI67-1,10383-8WOI67,Delivered,2018-11-07,10002,10383,160,17.98,1
10253-5XPE58-1,10253-5XPE58,Delivered,2018-11-08,10002,10253,130,29.23,1
10242-7ERA79-1,10242-7ERA79,Delivered,2018-11-11,10002,10242,160,19.82,4
10057-6WNJ41-1,10057-6WNJ41,Delivered,2018-11-12,10002,10057,240,20.48,1
10563-1XDP73-1,10563-1XDP73,Delivered,2018-11-13,10002,10563,340,12.82,1
10389-3QAD82-1,10389-3QAD82,Delivered,2018-11-14,,10389,160,15.79,1
10928-5XPN25-2,10928-5XPN25,Delivered,2018-11-14,,10928,240,29.14,1
10389-3QAD82-2,10389-3QAD82,Delivered,2018-11-14,,10389,140,20.29,4
10389-3QAD82-3,10389-3QAD82,Delivered,2018-11-14,,10389,140,24.63,4
10928-5XPN25-4,10928-5XPN25,Delivered,2018-11-14,,10928,230,87.41,1
10928-5XPN25-1,10928-5XPN25,Delivered,2018-11-14,,10928,410,277.73,1
10389-3QAD82-4,10389-3QAD82,Delivered,2018-11-14,,10389,310,37.77,1
10928-5XPN25-3,10928-5XPN25,Delivered,2018-11-14,,10928,340,11.55,1
10547-6FBW63-1,10547-6FBW63,Delivered,2018-11-15,,10547,240,25.73,1
10547-6FBW63-2,10547-6FBW63,Delivered,2018-11-15,,10547,160,18.48,2
10114-3HJP37-1,10114-3HJP37,Delivered,2018-11-19,,10114,130,30.58,1
10114-3HJP37-2,10114-3HJP37,Delivered,2018-11-19,,10114,230,77.96,1
10194-0XSH14-1,10194-0XSH14,Delivered,2018-11-20,,10194,120,38.93,1
10194-0XSH14-2,10194-0XSH14,Delivered,2018-11-20,,10194,140,25.36,1
10127-6BVN22-1,10127-6BVN22,Returned,2018-11-20,,10127,140,23.67,1
10957-2AJX74-2,10957-2AJX74,Delivered,2018-11-21,,10957,220,53.55,4
10957-2AJX74-3,10957-2AJX74,Delivered,2018-11-21,,10957,160,17.64,1
10957-2AJX74-1,10957-2AJX74,Delivered,2018-11-21,,10957,220,50.93,1
10035-1NKS37-1,10035-1NKS37,Delivered,2018-11-22,,10035,230,67.73,1
10464-9LGQ55-1,10464-9LGQ55,Delivered,2018-11-23,,10464,240,25.46,1
10561-5LDR13-7,10561-5LDR13,Delivered,2018-11-23,,10561,110,44.34,1
10646-2TYK06-1,10646-2TYK06,Canceled,2018-11-23,,10646,150,19.35,1
10561-5LDR13-5,10561-5LDR13,Delivered,2018-11-23,,10561,160,16.97,1
10561-5LDR13-3,10561-5LDR13,Delivered,2018-11-23,,10561,160,14.78,1
10561-5LDR13-1,10561-5LDR13,Delivered,2018-11-23,,10561,210,102.9,1
10646-2TYK06-5,10646-2TYK06,Canceled,2018-11-23,,10646,240,27.3,4
10561-5LDR13-2,10561-5LDR13,Delivered,2018-11-23,,10561,340,11.55,1
10561-5LDR13-4,10561-5LDR13,Delivered,2018-11-23,,10561,150,17.16,1
10646-2TYK06-3,10646-2TYK06,Canceled,2018-11-23,,10646,310,37.08,1
10646-2TYK06-4,10646-2TYK06,Canceled,2018-11-23,,10646,110,49.94,1
10646-2TYK06-6,10646-2TYK06,Canceled,2018-11-23,,10646,330,94.59,1
10646-2TYK06-2,10646-2TYK06,Canceled,2018-11-23,,10646,240,24.94,1
10561-5LDR13-6,10561-5LDR13,Delivered,2018-11-23,,10561,330,91.48,1
10145-5XDY85-1,10145-5XDY85,Delivered,2018-11-24,,10145,110,43.91,1
10471-1WVA86-1,10471-1WVA86,Delivered,2018-11-26,,10471,160,18.82,1
10193-3SJQ67-1,10193-3SJQ67,Delivered,2018-11-26,,10193,320,71.38,1
10081-8ZAR20-1,10081-8ZAR20,Delivered,2018-11-27,,10081,320,76.23,1
10081-8ZAR20-2,10081-8ZAR20,Delivered,2018-11-27,,10081,230,74.03,1
10072-7LJT13-2,10072-7LJT13,Delivered,2018-11-30,,10072,110,47.79,1
10072-7LJT13-1,10072-7LJT13,Delivered,2018-11-30,,10072,160,16.46,1
10072-7LJT13-5,10072-7LJT13,Delivered,2018-11-30,,10072,150,19.55,1
10072-7LJT13-3,10072-7LJT13,Delivered,2018-11-30,,10072,310,32.22,1
10072-7LJT13-4,10072-7LJT13,Delivered,2018-11-30,,10072,160,17.14,4
10983-3NXC57-1,10983-3NXC57,Delivered,2018-11-30,10003,10983,320,69.99,1
10652-5MRH21-1,10652-5MRH21,Delivered,2018-12-01,,10652,340,9.59,1
10652-5MRH21-2,10652-5MRH21,Delivered,2018-12-01,,10652,120,34.4,1
10884-6UPU34-2,10884-6UPU34,Delivered,2018-12-02,,10884,140,21.49,1
10884-6UPU34-1,10884-6UPU34,Delivered,2018-12-02,,10884,150,20.75,1
10082-0SWP68-1,10082-0SWP68,Delivered,2018-12-03,10003,10082,120,40.82,4
10183-9MSY72-1,10183-9MSY72,Delivered,2018-12-03,,10183,240,26.25,1
10249-4SEB69-1,10249-4SEB69,Delivered,2018-12-03,,10249,150,24.34,1
10900-6EML52-2,10900-6EML52,Delivered,2018-12-03,,10900,320,73.46,1
10249-4SEB69-2,10249-4SEB69,Delivered,2018-12-03,,10249,340,15.13,1
10900-6EML52-3,10900-6EML52,Delivered,2018-12-03,,10900,320,70.69,1
10249-4SEB69-4,10249-4SEB69,Delivered,2018-12-03,,10249,410,260.82,1
10183-9MSY72-2,10183-9MSY72,Delivered,2018-12-03,,10183,140,21.98,1
10249-4SEB69-3,10249-4SEB69,Delivered,2018-12-03,,10249,230,66.94,1
10421-4WJW28-1,10421-4WJW28,Delivered,2018-12-03,10003,10421,240,25.46,1
10636-3WOL51-2,10636-3WOL51,Delivered,2018-12-03,10003,10636,330,111.23,1
10900-6EML52-1,10900-6EML52,Delivered,2018-12-03,,10900,150,22.94,1
10636-3WOL51-1,10636-3WOL51,Delivered,2018-12-03,10003,10636,150,20.55,1
10644-6YGQ06-3,10644-6YGQ06,Delivered,2018-12-04,10003,10644,150,19.55,1
10644-6YGQ06-2,10644-6YGQ06,Delivered,2018-12-04,10003,10644,230,70.88,1
10644-6YGQ06-6,10644-6YGQ06,Delivered,2018-12-04,10003,10644,130,35.28,1
10644-6YGQ06-8,10644-6YGQ06,Delivered,2018-12-04,10003,10644,340,13.17,1
10644-6YGQ06-7,10644-6YGQ06,Delivered,2018-12-04,10003,10644,120,35.53,1
10644-6YGQ06-1,10644-6YGQ06,Delivered,2018-12-04,10003,10644,320,70.69,1
10644-6YGQ06-4,10644-6YGQ06,Delivered,2018-12-04,10003,10644,330,99.79,1
10304-3QUQ25-1,10304-3QUQ25,Delivered,2018-12-04,10003,10304,230,84.26,2
10644-6YGQ06-5,10644-6YGQ06,Delivered,2018-12-04,10003,10644,160,17.47,1
10085-2QUN20-3,10085-2QUN20,Delivered,2018-12-05,,10085,230,85.05,1
10085-2QUN20-1,10085-2QUN20,Delivered,2018-12-05,,10085,160,17.3,1
10085-2QUN20-2,10085-2QUN20,Delivered,2018-12-05,,10085,220,51.45,1
10505-2HTB80-2,10505-2HTB80,Delivered,2018-12-06,,10505,440,1474.2,4
10204-0IYK28-1,10204-0IYK28,Delivered,2018-12-06,,10204,330,101.87,1
10252-8VAP13-1,10252-8VAP13,Delivered,2018-12-06,10003,10252,150,19.35,1
10505-2HTB80-3,10505-2HTB80,Delivered,2018-12-06,,10505,150,20.75,1
10505-2HTB80-1,10505-2HTB80,Delivered,2018-12-06,,10505,150,17.16,1
10744-1RPM38-1,10744-1RPM38,Canceled,2018-12-08,,10744,340,14.67,1
10624-7ZHC80-4,10624-7ZHC80,Delivered,2018-12-09,,10624,240,25.73,1
10624-7ZHC80-3,10624-7ZHC80,Delivered,2018-12-09,,10624,320,82.47,1
10624-7ZHC80-1,10624-7ZHC80,Delivered,2018-12-09,,10624,240,29.66,1
10624-7ZHC80-2,10624-7ZHC80,Delivered,2018-12-09,,10624,240,24.68,1
10624-7ZHC80-5,10624-7ZHC80,Delivered,2018-12-09,,10624,140,21.73,1
10474-7CAP57-1,10474-7CAP57,Delivered,2018-12-10,10003,10474,140,28.74,1
10474-7CAP57-2,10474-7CAP57,Delivered,2018-12-10,10003,10474,150,18.75,1
10474-7CAP57-3,10474-7CAP57,Delivered,2018-12-10,10003,10474,120,39.31,1
10774-9CUC61-1,10774-9CUC61,Delivered,2018-12-11,,10774,150,16.96,1
10774-9CUC61-2,10774-9CUC61,Delivered,2018-12-11,,10774,140,23.43,1
10811-5OXO47-1,10811-5OXO47,Delivered,2018-12-11,,10811,220,57.75,1
10561-5YON40-4,10561-5YON40,Delivered,2018-12-12,,10561,160,14.11,1
10561-5YON40-2,10561-5YON40,Delivered,2018-12-12,,10561,440,1360.8,1
10561-5YON40-1,10561-5YON40,Delivered,2018-12-12,,10561,160,18.65,1
10561-5YON40-3,10561-5YON40,Delivered,2018-12-12,,10561,120,40.82,4
10837-9FFK35-4,10837-9FFK35,Delivered,2018-12-13,,10837,340,10.86,1
10837-9FFK35-2,10837-9FFK35,Delivered,2018-12-13,,10837,160,17.64,2
10837-9FFK35-1,10837-9FFK35,Delivered,2018-12-13,,10837,130,32.26,1
10837-9FFK35-3,10837-9FFK35,Delivered,2018-12-13,,10837,240,23.1,1
10983-6PYD88-1,10983-6PYD88,Delivered,2018-12-14,,10983,340,10.4,1
10983-6PYD88-2,10983-6PYD88,Delivered,2018-12-14,,10983,230,79.54,1
10708-4ZIS72-2,10708-4ZIS72,Delivered,2018-12-15,,10708,130,36.62,1
10708-4ZIS72-1,10708-4ZIS72,Delivered,2018-12-15,,10708,440,1587.6,1
10356-7ZBU60-1,10356-7ZBU60,Canceled,2018-12-17,,10356,140,21.49,1
10674-9ROW84-1,10674-9ROW84,Delivered,2018-12-19,,10674,230,76.39,1
10613-4EEQ23-1,10613-4EEQ23,Delivered,2018-12-19,,10613,230,76.39,1
10613-4EEQ23-2,10613-4EEQ23,Delivered,2018-12-19,,10613,160,15.79,1
10327-5TOB23-2,10327-5TOB23,Delivered,2018-12-20,,10327,410,227.01,1
10327-5TOB23-1,10327-5TOB23,Delivered,2018-12-20,,10327,410,251.16,1
10759-1HQH46-2,10759-1HQH46,Delivered,2018-12-20,,10759,130,35.62,1
10656-2ENE64-2,10656-2ENE64,Delivered,2018-12-20,,10656,150,20.55,1
10656-2ENE64-1,10656-2ENE64,Delivered,2018-12-20,,10656,120,37.8,1
10759-1HQH46-1,10759-1HQH46,Delivered,2018-12-20,,10759,160,18.31,1
10927-2YRR37-4,10927-2YRR37,Delivered,2018-12-21,10004,10927,330,75.88,1
10927-2YRR37-3,10927-2YRR37,Delivered,2018-12-21,10004,10927,140,22.46,1
10927-2YRR37-5,10927-2YRR37,Delivered,2018-12-21,10004,10927,150,21.35,1
10927-2YRR37-2,10927-2YRR37,Delivered,2018-12-21,10004,10927,130,37.63,1
10927-2YRR37-1,10927-2YRR37,Delivered,2018-12-21,10004,10927,110,46.06,1
10738-6HQE25-1,10738-6HQE25,Delivered,2018-12-22,10004,10738,110,40.9,1
10989-6DKM74-1,10989-6DKM74,Delivered,2018-12-22,,10989,420,433.44,1
10989-6DKM74-2,10989-6DKM74,Delivered,2018-12-22,,10989,230,86.62,1
10696-4SNB32-1,10696-4SNB32,Delivered,2018-12-23,,10696,240,25.99,1
10423-3WSM07-1,10423-3WSM07,Delivered,2018-12-23,,10423,140,22.22,2
10064-3GOE50-1,10064-3GOE50,Delivered,2018-12-23,,10064,340,12.24,1
10696-4SNB32-2,10696-4SNB32,Delivered,2018-12-23,,10696,240,23.89,1
10563-8TDQ07-1,10563-8TDQ07,Delivered,2018-12-23,10004,10563,230,81.9,1
10563-8TDQ07-2,10563-8TDQ07,Delivered,2018-12-23,10004,10563,410,255.99,4
10423-3WSM07-2,10423-3WSM07,Delivered,2018-12-23,,10423,130,31.92,1
10686-4ZCH83-3,10686-4ZCH83,Delivered,2018-12-24,10004,10686,130,30.91,1
10686-4ZCH83-4,10686-4ZCH83,Delivered,2018-12-24,10004,10686,120,34.02,2
10686-4ZCH83-2,10686-4ZCH83,Delivered,2018-12-24,10004,10686,310,36.38,1
10697-8AQD50-1,10697-8AQD50,Delivered,2018-12-24,10004,10697,110,40.9,1
10686-4ZCH83-5,10686-4ZCH83,Delivered,2018-12-24,10004,10686,330,100.83,1
10336-8QTX07-1,10336-8QTX07,Delivered,2018-12-24,10004,10336,120,37.8,1
10686-4ZCH83-1,10686-4ZCH83,Delivered,2018-12-24,10004,10686,110,46.92,1
10412-6WMB12-1,10412-6WMB12,Delivered,2018-12-26,10004,10412,140,23.67,1
10630-8QHS60-1,10630-8QHS60,Delivered,2018-12-28,10004,10630,160,13.61,1
10172-0YOT12-1,10172-0YOT12,Delivered,2018-12-28,,10172,160,15.79,1
10630-8QHS60-4,10630-8QHS60,Delivered,2018-12-28,10004,10630,410,253.58,1
10172-0YOT12-3,10172-0YOT12,Delivered,2018-12-28,,10172,150,18.75,2
10630-8QHS60-5,10630-8QHS60,Delivered,2018-12-28,10004,10630,240,27.3,1
10630-8QHS60-3,10630-8QHS60,Delivered,2018-12-28,10004,10630,150,18.55,1
10172-0YOT12-2,10172-0YOT12,Delivered,2018-12-28,,10172,230,82.69,1
10630-8QHS60-2,10630-8QHS60,Delivered,2018-12-28,10004,10630,160,19.66,1
10845-2JCH93-2,10845-2JCH93,Delivered,2018-12-29,10004,10845,130,28.9,1
10845-2JCH93-1,10845-2JCH93,Delivered,2018-12-29,10004,10845,330,108.11,1
10376-3QSQ59-2,10376-3QSQ59,Delivered,2018-12-29,10004,10376,130,33.6,1
10376-3QSQ59-1,10376-3QSQ59,Delivered,2018-12-29,10004,10376,230,84.26,1
10688-6EUB63-1,10688-6EUB63,Delivered,2018-12-30,,10688,210,89.25,1
10162-0RGF97-1,10162-0RGF97,Delivered,2018-12-30,,10162,150,18.15,1
10067-5BUX93-2,10067-5BUX93,Delivered,2018-12-30,10004,10067,120,35.53,1
10067-5BUX93-1,10067-5BUX93,Delivered,2018-12-30,10004,10067,130,31.25,4
10067-5BUX93-3,10067-5BUX93,Delivered,2018-12-30,10004,10067,160,15.62,2
10067-5BUX93-4,10067-5BUX93,Delivered,2018-12-30,10004,10067,120,33.64,1
10593-4EZY41-1,10593-4EZY41,Delivered,2018-12-31,10004,10593,140,23.67,1
10010-4ORX92-1,10010-4ORX92,Delivered,2019-01-01,10004,10010,150,19.35,1
10391-4UIS76-8,10391-4UIS76,Delivered,2019-01-02,,10391,220,51.98,4
10391-4UIS76-2,10391-4UIS76,Delivered,2019-01-02,,10391,140,23.67,1
10391-4UIS76-5,10391-4UIS76,Delivered,2019-01-02,,10391,320,77.62,1
10391-4UIS76-3,10391-4UIS76,Delivered,2019-01-02,,10391,440,1304.1,1
10391-4UIS76-7,10391-4UIS76,Delivered,2019-01-02,,10391,160,15.46,1
10391-4UIS76-1,10391-4UIS76,Delivered,2019-01-02,,10391,240,27.3,1
10391-4UIS76-4,10391-4UIS76,Delivered,2019-01-02,,10391,160,16.3,3
10391-4UIS76-6,10391-4UIS76,Delivered,2019-01-02,,10391,160,14.95,1
10648-7PDV15-3,10648-7PDV15,Delivered,2019-01-03,,10648,410,231.84,1
10648-7PDV15-2,10648-7PDV15,Delivered,2019-01-03,,10648,330,103.95,1
10003-4XKL24-1,10003-4XKL24,Delivered,2019-01-03,,10003,150,21.55,1
10003-4XKL24-3,10003-4XKL24,Delivered,2019-01-03,,10003,150,18.15,2
10648-7PDV15-1,10648-7PDV15,Delivered,2019-01-03,,10648,130,33.94,1
10003-4XKL24-2,10003-4XKL24,Delivered,2019-01-03,,10003,130,25.2,1
10682-2XLV10-2,10682-2XLV10,Delivered,2019-01-04,,10682,160,15.46,1
10676-9FXP02-1,10676-9FXP02,Delivered,2019-01-04,,10676,160,14.45,1
10445-8DDZ46-1,10445-8DDZ46,Returned,2019-01-04,,10445,150,20.15,1
10682-2XLV10-1,10682-2XLV10,Delivered,2019-01-04,,10682,130,29.57,1
10528-2YSR71-1,10528-2YSR71,Delivered,2019-01-05,,10528,340,13.51,1
10106-3EFE74-2,10106-3EFE74,Delivered,2019-01-05,,10106,160,18.48,1
10106-3EFE74-1,10106-3EFE74,Delivered,2019-01-05,,10106,150,21.75,1
10817-5LZL92-1,10817-5LZL92,Delivered,2019-01-06,,10817,230,80.33,1
10044-5REG78-1,10044-5REG78,Delivered,2019-01-07,,10044,110,42.19,1
10634-1RTR09-1,10634-1RTR09,Delivered,2019-01-07,,10634,150,19.55,1
10496-4ATD29-1,10496-4ATD29,Delivered,2019-01-08,,10496,130,38.3,1
10496-4ATD29-4,10496-4ATD29,Delivered,2019-01-08,,10496,230,71.66,1
10496-4ATD29-6,10496-4ATD29,Delivered,2019-01-08,,10496,340,10.97,1
10118-1LRN80-6,10118-1LRN80,Delivered,2019-01-08,,10118,330,110.19,1
10392-1SCG70-1,10392-1SCG70,Delivered,2019-01-08,,10392,230,61.43,1
10118-1LRN80-5,10118-1LRN80,Delivered,2019-01-08,,10118,230,88.99,1
10118-1LRN80-4,10118-1LRN80,Delivered,2019-01-08,,10118,160,15.46,1
10388-8IUH60-1,10388-8IUH60,Delivered,2019-01-08,,10388,150,21.95,1
10392-1SCG70-2,10392-1SCG70,Delivered,2019-01-08,,10392,130,34.27,1
10118-1LRN80-3,10118-1LRN80,Delivered,2019-01-08,,10118,130,35.62,2
10496-4ATD29-3,10496-4ATD29,Delivered,2019-01-08,,10496,240,27.04,1
10496-4ATD29-2,10496-4ATD29,Delivered,2019-01-08,,10496,160,17.3,1
10496-4ATD29-5,10496-4ATD29,Delivered,2019-01-08,,10496,160,17.3,1
10118-1LRN80-1,10118-1LRN80,Delivered,2019-01-08,,10118,230,77.17,1
10118-1LRN80-2,10118-1LRN80,Delivered,2019-01-08,,10118,240,25.46,2
10590-0GHC27-1,10590-0GHC27,Delivered,2019-01-09,,10590,160,16.8,1
10590-0GHC27-2,10590-0GHC27,Delivered,2019-01-09,,10590,320,63.06,1
10405-7NJS42-1,10405-7NJS42,Delivered,2019-01-10,,10405,230,55.12,1
10879-1TAH85-2,10879-1TAH85,Canceled,2019-01-10,,10879,220,43.58,1
10879-1TAH85-1,10879-1TAH85,Canceled,2019-01-10,,10879,160,15.46,4
10004-9JEJ88-2,10004-9JEJ88,Delivered,2019-01-11,,10004,130,32.59,2
10004-9JEJ88-1,10004-9JEJ88,Delivered,2019-01-11,,10004,340,12.94,1
10004-9JEJ88-3,10004-9JEJ88,Delivered,2019-01-11,,10004,410,248.75,1
10907-0TPH53-3,10907-0TPH53,Canceled,2019-01-13,10005,10907,220,50.4,1
10907-0TPH53-1,10907-0TPH53,Canceled,2019-01-13,10005,10907,340,10.74,3
10907-0TPH53-2,10907-0TPH53,Canceled,2019-01-13,10005,10907,130,37.63,2
10603-0IKZ44-1,10603-0IKZ44,Delivered,2019-01-17,10005,10603,160,16.13,1
10155-9RGU56-2,10155-9RGU56,Delivered,2019-01-18,,10155,150,22.14,1
10155-9RGU56-1,10155-9RGU56,Delivered,2019-01-18,,10155,410,171.47,1
10405-3WOD97-1,10405-3WOD97,Delivered,2019-01-20,,10405,240,24.41,2
10405-3WOD97-3,10405-3WOD97,Delivered,2019-01-20,,10405,110,41.76,1
10405-3WOD97-2,10405-3WOD97,Delivered,2019-01-20,,10405,330,112.27,1
10330-5RAW88-1,10330-5RAW88,Delivered,2019-01-22,,10330,160,16.13,2
10429-3HWT66-4,10429-3HWT66,Delivered,2019-01-22,,10429,160,18.48,1
10429-3HWT66-3,10429-3HWT66,Delivered,2019-01-22,,10429,140,23.67,1
10429-3HWT66-2,10429-3HWT66,Delivered,2019-01-22,,10429,160,14.78,1
10429-3HWT66-1,10429-3HWT66,Delivered,2019-01-22,,10429,150,21.35,1
10453-6DAY09-1,10453-6DAY09,Delivered,2019-01-23,,10453,240,29.14,1
10453-6DAY09-2,10453-6DAY09,Delivered,2019-01-23,,10453,340,10.97,2
